MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,SalePriceLog,ExteriorMat,HouseFin,ExteriorStyle
120,RL,44.0,6442,NA,IR,Inside,NridgHt,Norm,Twnhs,1.0Story,8,5,2006,2006,Gable,Stone,178.0,Gd,Gd,PConc,Gd,Gd,Mn,GLQ,Unf,1370,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,Y,120,49,0,0,0,0,NA,0,WD,Normal,202500,12.218495165528731,VinylSd,Finished,Siding
70,RM,50.0,10300,NA,IR,Inside,OldTown,NRR,1Fam,2.0Story,7,6,1921,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,576,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,NA,Detchd,Unf,2,480,Y,12,11,64,0,0,0,Fence,0,WD,Normal,140000,11.84939770159144,Stucco,Finished,Other
60,RL,70.05,9375,NA,Reg,Inside,CollgCr,Norm,1Fam,2.0Story,7,5,1997,1998,Gable,BrkFace,573.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,1057,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,645,Y,576,36,0,0,0,0,Fence,0,WD,Normal,219500,12.299107511497363,VinylSd,Finished,Siding
60,RL,76.0,9591,NA,Reg,Inside,NridgHt,Norm,1Fam,2.0Story,8,5,2004,2005,Gable,BrkFace,344.0,Gd,Gd,PConc,Ex,TA,Av,Unf,Unf,1143,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,852,Y,192,151,0,0,0,0,NA,0,WD,Normal,317000,12.666657052859417,VinylSd,Finished,Siding
20,RL,70.05,19900,NA,Reg,Inside,NAmes,Pos,1Fam,1.0Story,7,5,1970,1989,Gable,BrkFace,287.0,TA,Gd,CBlock,Gd,TA,Gd,GLQ,Unf,1947,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Atype,1,Gd,Attchd,RFn,2,576,Y,301,0,0,0,0,0,NA,0,WD,Normal,180000,12.100712129872347,Plywood,Finished,Other
20,RL,72.0,10665,NA,IR,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2003,2003,Gable,BrkFace,167.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1453,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,558,Y,144,29,0,0,0,0,NA,0,WD,Normal,226000,12.328290278254423,VinylSd,Finished,Siding
30,RM,47.0,4608,NA,Reg,Corner,OldTown,Artery,1Fam,1.0Story,4,6,1945,1950,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,220,Y,0,0,0,0,0,0,NA,0,WD,Normal,80000,11.289781913656018,MetalSd,Finished,Siding
50,RL,81.0,15593,NA,Reg,Corner,ClearCr,Norm,1Fam,1.5Story,7,4,1953,1953,Gable,None,0.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,1304,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,Y,0,21,114,0,0,0,NA,0,WD,Normal,225000,12.323855681186558,Other,Finished,Shingle
20,RL,95.0,13651,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,7,6,1973,1973,Gable,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,2223,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,516,Y,300,0,0,0,0,0,NA,0,WD,Normal,244000,12.404923504275338,Plywood,Finished,Other
20,RL,69.0,7599,NA,Reg,Corner,Mitchel,Norm,1Fam,1.0Story,4,6,1982,2006,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,845,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,360,Y,0,0,0,0,0,0,NA,0,WD,Normal,129500,11.771436160121729,Plywood,Finished,Other
60,RL,74.0,10141,NA,IR,Corner,Gilbert,Norm,1Fam,2.0Story,7,5,1998,1998,Gable,BrkFace,40.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,832,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,Y,0,94,0,0,291,0,NA,0,WD,Normal,185000,12.128111104060462,VinylSd,Finished,Siding
20,RL,85.0,10200,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,7,1954,2003,Gable,BrkFace,104.0,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,1086,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,490,Y,0,0,0,0,0,0,Fence,0,WD,Normal,144900,11.883799128308773,Wood,Finished,Siding
50,RM,60.0,5790,NA,Reg,Corner,OldTown,Norm,1Fam,2.0Story,3,6,1915,1950,Oth,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,NA,Detchd,Unf,1,379,Y,0,0,202,0,0,0,NA,0,WD,Normal,107400,11.584315461056901,VinylSd,Finished,Siding
180,RM,21.0,1596,NA,Reg,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,Gd,GLQ,Unf,462,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,1,297,Y,120,101,0,0,0,0,Fence,0,WD,Normal,91000,11.418614785498987,Other,Finished,Other
20,RL,70.05,8475,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,4,7,1956,1956,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,952,Ex,Y,Fuse,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,283,Y,0,0,0,0,0,0,NA,0,WD,Normal,135750,11.818570237796182,VinylSd,Finished,Siding
50,RM,50.0,8635,NA,Reg,Inside,BrkSide,Norm,1Fam,1.5Story,5,5,1948,2001,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,GLQ,672,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Atype,0,NA,Detchd,Unf,1,240,Y,0,0,0,0,0,0,Fence,0,WD,Normal,127000,11.751942365440728,Wood,Finished,Siding
90,RL,72.0,10778,NA,Reg,Inside,Sawyer,Norm,Oth,1.0Story,4,5,1968,1968,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1768,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,WD,Normal,136500,11.824079893607152,HdBoard,Finished,Other
50,RM,60.0,10440,Grvl,Reg,Corner,OldTown,Norm,1Fam,2.0Story,5,6,1910,1981,Gable,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,440,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,440,Y,74,0,128,0,0,0,Fence,0,WD,Normal,110000,11.608235644774552,Wood,Finished,Siding
60,RL,100.0,13000,NA,Reg,Corner,NAmes,Norm,1Fam,2.0Story,6,6,1968,1968,Gable,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,896,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,Y,0,72,0,0,252,0,NA,0,WD,Normal,193500,12.173032791451973,VinylSd,Finished,Siding
120,RM,32.0,4500,NA,Reg,FR2,Mitchel,Norm,Twnhs,1.0Story,6,5,1998,1998,Hip,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,1237,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,405,Y,0,199,0,0,0,0,NA,0,WD,Normal,153500,11.941455846009388,VinylSd,Finished,Siding
20,RL,78.0,10206,NA,Reg,Inside,Somerst,Norm,1Fam,1.0Story,8,5,2007,2007,Gable,Stone,468.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,1563,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,Y,144,99,0,0,0,0,NA,0,WD,Normal,245000,12.409013489526863,VinylSd,Finished,Siding
20,RL,80.0,8892,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,5,5,1960,1960,Gable,BrkCmn,66.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1065,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,461,Y,74,0,0,0,0,0,NA,0,Oth,Normal,126500,11.747997587149712,MetalSd,Finished,Siding
80,RL,70.05,8530,NA,IR,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,BrkFace,22.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,384,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,400,Y,120,72,0,0,0,0,NA,700,WD,Normal,168500,12.034691028774553,HdBoard,Finished,Other
60,RL,121.0,16059,NA,Reg,Corner,NoRidge,Norm,1Fam,2.0Story,8,5,1991,1992,Hip,BrkFace,284.0,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,1288,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,Y,127,82,0,0,0,0,NA,0,WD,Normal,260000,12.468436909997665,HdBoard,Finished,Other
60,RL,122.0,11911,NA,IR,Inside,Gilbert,Norm,1Fam,2.0Story,6,5,2005,2005,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,684,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,400,Y,100,38,0,0,0,0,NA,0,WD,Normal,174000,12.066810578196666,VinylSd,Finished,Siding
160,FV,40.0,3951,Pave,Reg,Corner,Somerst,Norm,Twnhs,2.0Story,6,5,2009,2009,Gable,Stone,76.0,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,612,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2,528,Y,0,234,0,0,0,0,NA,0,Oth,Partial,164500,12.010665849187564,VinylSd,Finished,Siding
50,C (all),105.0,8470,NA,IR,Corner,IDOTRR,Feedr,1Fam,1.5Story,3,2,1915,1982,Hip,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,NA,0,0,N,0,0,156,0,0,0,Fence,0,Oth,Abnorml,85000,11.350406535472453,Plywood,Finished,Other
20,RL,60.0,8070,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,4,5,1994,1995,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,990,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,WD,Normal,123600,11.724805824005728,VinylSd,Finished,Siding
20,RL,60.0,7200,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,4,5,1950,1950,Gable,None,0.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,TA,Y,Fuse,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,420,Y,0,29,0,0,0,0,NA,0,WD,Normal,109900,11.607326140391713,Wood,Finished,Siding
20,RL,85.0,8500,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,3,1961,1961,Hip,BrkCmn,203.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1235,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,Unf,2,480,Y,0,0,0,0,0,0,Fence,0,WD,Abnorml,98600,11.498826540590727,HdBoard,Finished,Other
30,RL,80.0,13360,Grvl,IR,Inside,Crawfor,Norm,1Fam,1.0Story,5,7,1921,2006,Gable,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,876,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,432,Y,0,0,44,0,0,0,NA,0,WD,Normal,163500,12.004568269319446,Wood,Finished,Siding
190,C (all),60.0,7200,NA,Reg,Corner,OldTown,Norm,Oth,2.5Story,6,6,1910,1998,Hip,None,0.0,TA,Gd,BrkTil,TA,Fa,Mn,Rec,Unf,1214,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,506,Y,0,0,0,0,99,0,NA,0,WD,Normal,133900,11.804848531679264,MetalSd,Unfinished,Siding
60,RL,69.0,9337,NA,IR,Inside,CollgCr,Norm,1Fam,2.0Story,6,5,1997,1997,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,824,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,684,Y,0,162,0,0,0,0,NA,0,WD,Normal,204750,12.229545001715316,VinylSd,Finished,Siding
60,RL,70.05,9765,NA,IR,Corner,Gilbert,Norm,1Fam,2.0Story,6,8,1993,1993,Gable,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,680,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,420,Y,232,63,0,0,0,0,NA,480,WD,Normal,185000,12.128111104060462,VinylSd,Finished,Siding
20,RL,78.0,10264,NA,IR,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,1999,1999,Gable,BrkFace,183.0,Gd,Gd,PConc,Gd,TA,Av,ALQ,Unf,1588,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,472,Y,158,29,0,0,0,0,NA,0,WD,Normal,214000,12.273731294003989,VinylSd,Finished,Siding
20,RL,73.0,10921,NA,Reg,Inside,Edwards,Norm,1Fam,1.0Story,4,5,1965,1965,Hip,BrkFace,48.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,960,TA,Y,Fuse,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,432,N,120,0,0,0,0,0,NA,0,WD,Normal,94750,11.458997122944673,HdBoard,Finished,Other
30,RL,85.0,10625,NA,Reg,Corner,Edwards,Norm,1Fam,1.0Story,5,5,1920,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,458,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,1,366,Y,0,0,77,0,0,0,NA,400,Oth,Abnorml,83000,11.326595886778735,Wood,Finished,Siding
20,RL,77.0,9320,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,4,5,1959,1959,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,950,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,NA,NA,0,0,Y,352,0,0,0,0,0,NA,400,WD,Normal,128950,11.76718001130949,Plywood,Finished,Other
20,RL,70.05,10603,NA,IR,Inside,NWAmes,Norm,1Fam,1.0Story,6,7,1977,2001,Gable,BrkFace,28.0,TA,Gd,PConc,TA,TA,Mn,ALQ,Unf,1610,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,480,Y,168,68,0,0,0,0,NA,0,WD,Normal,205000,12.230765258120545,Plywood,Finished,Other
60,RL,77.0,9206,NA,Reg,Inside,SawyerW,Norm,1Fam,2.0Story,6,5,1985,1985,Gable,BrkFace,336.0,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,741,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,476,Y,192,46,0,0,0,0,NA,0,WD,Normal,178000,12.089538829274222,HdBoard,Finished,Other
90,RL,64.0,7018,NA,Reg,Inside,SawyerW,Norm,Oth,1.0Story,5,5,1979,1979,Gable,None,0.0,TA,Fa,Oth,NA,NA,No,NA,NA,0,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,410,Y,0,0,0,0,0,0,NA,0,WD,Abnorml,118964,11.686576205316552,HdBoard,Finished,Other
20,RL,94.0,10402,NA,IR,Corner,CollgCr,Norm,1Fam,1.0Story,7,5,2009,2009,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1226,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,3,740,Y,0,36,0,0,0,0,NA,0,WD,Normal,198900,12.200557464842063,VinylSd,Finished,Siding
50,RM,70.05,7758,NA,Reg,Corner,IDOTRR,Norm,1Fam,1.5Story,7,4,1931,1950,Gable,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,1040,Ex,Y,Fuse,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,240,Y,0,0,0,0,184,0,NA,0,WD,Normal,169500,12.040608205802641,Stucco,Finished,Other
60,FV,75.0,9375,NA,Reg,Inside,Somerst,Norm,1Fam,2.0Story,8,5,2003,2004,Hip,BrkFace,768.0,Gd,Gd,PConc,Ex,TA,No,Unf,Unf,1053,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,Y,140,45,0,0,0,0,NA,0,WD,Normal,250000,12.429216196844383,VinylSd,Finished,Siding
30,RM,60.0,10800,Grvl,Reg,Inside,OldTown,Norm,1Fam,1.0Story,4,7,1885,1995,Oth,None,0.0,TA,Gd,BrkTil,Fa,TA,No,Unf,Unf,641,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,1,273,N,0,0,0,0,0,0,NA,450,WD,Normal,100000,11.512925464970229,VinylSd,Finished,Siding
20,RM,50.0,6000,NA,Reg,Inside,OldTown,Norm,1Fam,1.0Story,5,5,1948,1950,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,789,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,250,Y,0,0,0,0,0,0,NA,0,WD,Partial,115000,11.652687407345388,VinylSd,Finished,Siding
50,RM,85.0,8500,NA,Reg,Corner,IDOTRR,Artery,1Fam,1.5Story,5,7,1919,2005,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,793,TA,N,Fuse,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,N,0,0,144,0,0,0,NA,0,WD,Normal,115000,11.652687407345388,Other,Finished,Other
20,RL,105.0,11751,NA,IR,Inside,NWAmes,Norm,1Fam,1.0Story,6,6,1977,1977,Hip,BrkFace,480.0,TA,Gd,CBlock,Gd,TA,No,BLQ,Unf,1844,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546,Y,0,122,0,0,0,0,Fence,0,Oth,Normal,190000,12.154779351142624,Plywood,Finished,Other
50,RL,75.0,9525,NA,Reg,Inside,Edwards,Norm,1Fam,1.5Story,6,4,1954,1972,Gable,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,994,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,Unf,1,325,Y,182,0,0,0,0,0,NA,0,WD,Normal,136900,11.82700601127654,Wood,Finished,Siding
80,RL,70.05,7750,NA,IR,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,384,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,400,Y,180,0,0,0,0,0,NA,0,WD,Normal,180000,12.100712129872347,VinylSd,Finished,Siding
60,RL,77.0,9965,NA,Reg,Inside,CollgCr,Norm,1Fam,2.0Story,7,5,2007,2007,Gable,Stone,220.0,Gd,Gd,PConc,Ex,TA,Av,GLQ,Unf,1264,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,792,Y,120,184,0,0,168,0,NA,0,Oth,Partial,383970,12.858319703517948,VinylSd,Finished,Siding
20,RL,70.05,21000,NA,Reg,Corner,Crawfor,Norm,1Fam,1.0Story,6,5,1953,1953,Hip,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,1809,TA,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,2,450,Y,166,120,192,0,0,0,Fence,0,Oth,Abnorml,217000,12.287652632522597,Wood,Finished,Siding
70,RL,61.0,7259,NA,IR,Inside,Crawfor,Norm,1Fam,2.0Story,6,8,1945,2002,Oth,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,LwQ,1028,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1,180,Y,224,0,0,0,0,0,Fence,0,WD,Normal,259500,12.46651198158808,Wood,Finished,Siding
160,FV,34.0,3230,Pave,Reg,Corner,Somerst,Norm,Twnhs,2.0Story,6,5,1999,1999,Gable,BrkFace,1129.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,729,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Po,Detchd,Unf,2,440,Y,0,32,0,0,0,0,NA,0,WD,Normal,176000,12.078239274020289,MetalSd,Finished,Siding
20,RL,70.05,11616,NA,Reg,Inside,Sawyer,Norm,1Fam,1.0Story,5,5,1962,1962,Gable,BrkFace,116.0,TA,Gd,CBlock,TA,TA,No,LwQ,BLQ,1092,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,Unf,1,288,Y,0,20,144,0,0,0,NA,0,WD,Normal,139000,11.842229212112828,Wood,Finished,Siding
20,RL,74.0,8536,NA,Reg,Corner,Edwards,Norm,1Fam,1.0Story,5,5,2006,2007,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1125,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,Unf,2,430,Y,80,64,0,0,0,0,NA,0,Oth,Partial,155000,11.951180395901384,VinylSd,Finished,Siding
60,RL,90.0,12376,NA,Reg,Corner,SawyerW,Norm,1Fam,2.0Story,7,5,1990,1990,Hip,None,0.0,TA,Gd,PConc,Gd,TA,Mn,GLQ,Unf,1673,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,Unf,3,594,Y,367,0,0,0,0,0,NA,0,WD,Normal,320000,12.676076274775909,Plywood,Finished,Other
60,RL,65.0,8461,NA,Reg,Inside,CollgCr,Norm,1Fam,2.0Story,6,5,2005,2006,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,390,Y,0,24,0,0,0,0,NA,0,Oth,Partial,163990,12.007560729337492,VinylSd,Finished,Siding
80,RL,70.05,21453,NA,IR,CulDSac,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Oth,None,0.0,TA,Gd,CBlock,TA,TA,Gd,ALQ,Unf,938,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,Unf,2,540,Y,0,130,0,130,0,0,NA,0,WD,Normal,180000,12.100712129872347,Plywood,Finished,Other
50,RM,50.0,6060,NA,Reg,Inside,IDOTRR,Norm,1Fam,1.5Story,4,5,1939,1950,Gable,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,732,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,Unf,1,264,N,0,0,140,0,0,0,Fence,0,WD,Normal,100000,11.512925464970229,Other,Finished,Shingle
20,RL,75.0,9464,NA,Reg,Corner,NAmes,Norm,1Fam,1.0Story,6,7,1958,1958,Hip,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,1080,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,288,Y,0,0,0,0,130,0,NA,0,WD,Normal,136000,11.820410164718188,MetalSd,Finished,Siding
120,RL,55.0,7892,NA,Reg,Inside,SawyerW,Norm,Twnhs,1.0Story,6,5,1993,1993,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1199,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,2,530,Y,0,63,0,0,0,0,NA,0,WD,Normal,153900,11.94405831982697,Plywood,Finished,Other
20,RL,48.0,17043,NA,IR,CulDSac,NWAmes,Norm,1Fam,1.0Story,6,5,1979,1998,Gable,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,1362,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,435,Y,192,0,0,0,0,0,NA,0,WD,Normal,181000,12.106252310247962,HdBoard,Finished,Other
190,RM,60.0,6780,NA,Reg,Inside,IDOTRR,Norm,Oth,1.5Story,6,8,1935,1982,Gable,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,520,Gd,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,N,53,0,0,0,0,0,NA,0,WD,Normal,84500,11.344506813345266,Wood,Finished,Siding
